Date/Time (EST),2m Air Temperature (daily avg) (F),2m Max Temperature (F),2m Min Temperature (F)
7/25/1922,64,69,59
7/26/1922,67.5,71,64
7/27/1922,66.5,72,61
7/28/1922,68,73,63
7/29/1922,67.5,73,62
7/30/1922,69,72,66
7/31/1922,69,72,66
8/1/1922,68.5,72,65
8/2/1922,69,73,65
8/3/1922,66.5,70,63
8/4/1922,69,73,65
8/5/1922,69,73,65
8/6/1922,68,72,64
8/7/1922,65.5,70,61
8/8/1922,68,72,64
8/9/1922,68,72,64
8/10/1922,69,74,64
8/11/1922,69.5,75,64
8/12/1922,72,77,67
8/13/1922,68.5,72,65
8/14/1922,64,69,59
8/15/1922,67.5,71,64
8/16/1922,67.5,70,65
8/17/1922,68,71,65
8/18/1922,66,71,61
8/19/1922,67.5,72,63
8/20/1922,69,73,65
8/21/1922,66,72,60
8/22/1922,67,73,61
8/23/1922,70.5,76,65
8/24/1922,72,79,65
8/25/1922,71.5,78,65
8/26/1922,70.5,77,64
8/27/1922,70,76,64
8/28/1922,71.5,76,67
8/29/1922,70,74,66
8/30/1922,68.5,75,62
8/31/1922,68.5,75,62
9/1/1922,69,73,65
9/2/1922,70,75,65
9/3/1922,69.5,75,64
9/4/1922,67.5,72,63
9/5/1922,65,72,58
9/6/1922,68.5,73,64
9/7/1922,70,75,65
9/8/1922,66,74,58
9/9/1922,67,73,61
9/10/1922,67.5,74,61
9/11/1922,69.5,73,66
9/12/1922,68.5,71,66
9/13/1922,68,72,64
9/14/1922,69.5,73,66
9/15/1922,66.5,73,60
9/16/1922,70.5,79,62
9/17/1922,74.5,88,61
9/18/1922,69,77,61
9/19/1922,67,72,62
9/20/1922,68.5,74,63
9/21/1922,68,75,61
9/22/1922,67.5,73,62
9/23/1922,66.5,72,61
9/24/1922,63.5,72,55
9/25/1922,68.5,78,59
9/26/1922,68.5,74,63
9/27/1922,67.5,71,64
9/28/1922,66.5,72,61
9/29/1922,60,70,50
9/30/1922,66.5,75,58
10/1/1922,70,80,60
10/2/1922,63,71,55
10/3/1922,62.5,72,53
10/4/1922,63.5,70,57
10/5/1922,60,69,51
10/6/1922,62.5,70,55
10/7/1922,59.5,67,52
10/8/1922,62,69,55
10/9/1922,60,70,50
10/10/1922,62,70,54
10/11/1922,63,69,57
10/12/1922,61.5,68,55
10/13/1922,64,68,60
10/14/1922,64,69,59
10/15/1922,64.5,67,62
10/16/1922,62.5,66,59
10/17/1922,62,66,58
10/18/1922,61.5,66,57
10/19/1922,62,66,58
10/20/1922,60,66,54
10/21/1922,57.5,66,49
10/22/1922,61.5,71,52
10/23/1922,66,79,53
10/24/1922,68,84,52
10/25/1922,62.5,76,49
10/26/1922,60,70,50
10/27/1922,62.5,69,56
10/28/1922,56,63,49
10/29/1922,53.5,64,43
10/30/1922,55.5,67,44
10/31/1922,53.5,65,42
11/1/1922,55,64,46
11/2/1922,54.5,64,45
11/3/1922,53,62,44
11/4/1922,49.5,62,37
11/5/1922,51,63,39
11/6/1922,54,64,44
11/7/1922,55,64,46
11/8/1922,62,70,54
11/9/1922,55,64,46
11/10/1922,54.5,64,45
11/11/1922,50.5,61,40
11/12/1922,48.5,59,38
11/13/1922,53,67,39
11/14/1922,52,64,40
11/15/1922,56,67,45
11/16/1922,54,70,38
11/17/1922,51,62,40
11/18/1922,51.5,62,41
11/19/1922,54.5,61,48
11/20/1922,53.5,66,41
11/21/1922,56,71,41
11/22/1922,55.5,68,43
11/23/1922,55.5,67,44
11/24/1922,56.5,67,46
11/25/1922,57.5,70,45
11/26/1922,61,71,51
11/27/1922,56.5,69,44
11/28/1922,53,60,46
11/29/1922,50.5,56,45
11/30/1922,53.5,60,47
12/1/1922,61,69,53
12/2/1922,63,72,54
12/3/1922,58.5,64,53
12/4/1922,54,62,46
12/5/1922,54.5,62,47
12/6/1922,57.5,63,52
12/7/1922,55,60,50
12/8/1922,49,59,39
12/9/1922,51.5,58,45
12/10/1922,56,61,51
12/11/1922,60,66,54
12/12/1922,60,62,58
12/13/1922,61,63,59
12/14/1922,57.5,62,53
12/15/1922,59,63,55
12/16/1922,58,63,53
12/17/1922,53.5,62,45
12/18/1922,55,67,43
12/19/1922,55.5,66,45
12/20/1922,57.5,71,44
12/21/1922,57,70,44
12/22/1922,55.5,71,40
12/23/1922,52,65,39
12/24/1922,52.5,62,43
12/25/1922,50.5,61,40
12/26/1922,54,67,41
12/27/1922,56.5,71,42
12/28/1922,52,60,44
12/29/1922,51,60,42
12/30/1922,51.5,61,42
12/31/1922,52,60,44
1/1/1923,49.5,62,37
1/2/1923,49,63,35
1/3/1923,48.5,62,35
1/4/1923,51.5,62,41
1/5/1923,50.5,61,40
1/6/1923,53.5,64,43
1/7/1923,58,67,49
1/8/1923,64,78,50
1/9/1923,60.5,72,49
1/10/1923,54,72,36
1/11/1923,50.5,58,43
1/12/1923,50,56,44
1/13/1923,49.5,62,37
1/14/1923,53.5,66,41
1/15/1923,60.5,78,43
1/16/1923,55,67,43
1/17/1923,55,63,47
1/18/1923,56.5,63,50
1/19/1923,54,59,49
1/20/1923,52,62,42
1/21/1923,51.5,59,44
1/22/1923,54,59,49
1/23/1923,57,62,52
1/24/1923,52.5,58,47
1/25/1923,51.5,59,44
1/26/1923,48,58,38
1/27/1923,48.5,59,38
1/28/1923,51.5,60,43
1/29/1923,54,59,49
1/30/1923,49.5,56,43
1/31/1923,44.5,52,37
2/1/1923,46.5,53,40
2/2/1923,45.5,57,34
2/3/1923,46,59,33
2/4/1923,50,63,37
2/5/1923,48.5,60,37
2/6/1923,48.5,60,37
2/7/1923,50.5,61,40
2/8/1923,51,57,45
2/9/1923,46,55,37
2/10/1923,48.5,56,41
2/11/1923,49,57,41
2/12/1923,50,55,45
2/13/1923,49.5,58,41
2/14/1923,48.5,58,39
2/15/1923,53.5,63,44
2/16/1923,53.5,64,43
2/17/1923,56,68,44
2/18/1923,65,85,45
2/19/1923,58,67,49
2/20/1923,57.5,64,51
2/21/1923,55,57,53
2/22/1923,55,60,50
2/23/1923,56,62,50
2/24/1923,55,60,50
2/25/1923,54.5,58,51
2/26/1923,49,60,38
2/27/1923,54.5,68,41
2/28/1923,59,67,51
3/1/1923,55.5,66,45
3/2/1923,55,61,49
3/3/1923,51,55,47
3/4/1923,46,55,37
3/5/1923,48.5,59,38
3/6/1923,52,60,44
3/7/1923,57,62,52
3/8/1923,57.5,63,52
3/9/1923,54.5,58,51
3/10/1923,49,58,40
3/11/1923,49.5,59,40
3/12/1923,53.5,65,42
3/13/1923,57.5,66,49
3/14/1923,52.5,70,35
3/15/1923,52.5,69,36
3/16/1923,53.5,66,41
3/17/1923,55.5,68,43
3/18/1923,59.5,78,41
3/19/1923,56,70,42
3/20/1923,53,60,46
3/21/1923,52,63,41
3/22/1923,53,63,43
3/23/1923,57.5,71,44
3/24/1923,54,64,44
3/25/1923,52,62,42
3/26/1923,62.5,83,42
3/27/1923,59,73,45
3/28/1923,61,73,49
3/29/1923,56.5,69,44
3/30/1923,54.5,65,44
3/31/1923,59.5,65,54
4/1/1923,56.5,62,51
4/2/1923,57,62,52
4/3/1923,55.5,63,48
4/4/1923,54.5,61,48
4/5/1923,61.5,65,58
4/6/1923,57,65,49
4/7/1923,52,62,42
4/8/1923,54,63,45
4/9/1923,60.5,65,56
4/10/1923,59.5,63,56
4/11/1923,59.5,63,56
4/12/1923,57.5,64,51
4/13/1923,57,64,50
4/14/1923,57,64,50
4/15/1923,58.5,62,55
4/16/1923,59.5,65,54
4/17/1923,56.5,63,50
4/18/1923,54,60,48
4/19/1923,58,62,54
4/20/1923,60.5,64,57
4/21/1923,53,62,44
4/22/1923,53,62,44
4/23/1923,54,62,46
4/24/1923,59,62,56
4/25/1923,58.5,62,55
4/26/1923,57.5,62,53
4/27/1923,59,62,56
4/28/1923,59.5,62,57
4/29/1923,57,62,52
4/30/1923,57.5,64,51
5/1/1923,58,68,48
5/2/1923,58,67,49
5/3/1923,62.5,72,53
5/4/1923,60.5,66,55
5/5/1923,60,66,54
5/6/1923,60,67,53
5/7/1923,61.5,70,53
5/8/1923,66.5,78,55
5/9/1923,69.5,83,56
5/10/1923,63,68,58
5/11/1923,61.5,65,58
5/12/1923,62.5,66,59
5/13/1923,62,65,59
5/14/1923,63,66,60
5/15/1923,63.5,66,61
5/16/1923,62,65,59
5/17/1923,61.5,64,59
5/18/1923,62,65,59
5/19/1923,61.5,65,58
5/20/1923,61,64,58
5/21/1923,57,63,51
5/22/1923,61,64,58
5/23/1923,63,66,60
5/24/1923,63.5,67,60
5/25/1923,61,68,54
5/26/1923,60.5,67,54
5/27/1923,58.5,67,50
5/28/1923,60.5,66,55
5/29/1923,62.5,67,58
5/30/1923,58,62,54
5/31/1923,57,65,49
6/1/1923,59,64,54
6/2/1923,60.5,64,57
6/3/1923,61,65,57
6/4/1923,62.5,66,59
6/5/1923,61,63,59
6/6/1923,62.5,65,60
6/7/1923,62.5,65,60
6/8/1923,63,65,61
6/9/1923,63,66,60
6/10/1923,62,67,57
6/11/1923,61.5,65,58
6/12/1923,60.5,64,57
6/13/1923,59,67,51
6/14/1923,60.5,64,57
6/15/1923,59.5,66,53
6/16/1923,59,66,52
6/17/1923,58,66,50
6/18/1923,61.5,65,58
6/19/1923,60.5,63,58
6/20/1923,60,64,56
6/21/1923,61,65,57
6/22/1923,58.5,65,52
6/23/1923,63.5,67,60
6/24/1923,63,66,60
6/25/1923,61,64,58
6/26/1923,58.5,65,52
6/27/1923,62,68,56
6/28/1923,63.5,72,55
6/29/1923,66,72,60
6/30/1923,64.5,69,60
7/1/1923,64.5,69,60
7/2/1923,63,67,59
7/3/1923,63,67,59
7/4/1923,62.5,66,59
7/5/1923,63.5,67,60
7/6/1923,64.5,67,62
7/7/1923,64,67,61
7/8/1923,63.5,66,61
7/9/1923,64,67,61
7/10/1923,62.5,68,57
7/11/1923,64.5,68,61
7/12/1923,65.5,69,62
7/13/1923,65,71,59
7/14/1923,64.5,70,59
7/15/1923,64.5,72,57
7/16/1923,64,71,57
7/17/1923,66,71,61
7/18/1923,65,71,59
7/19/1923,64.5,70,59
7/20/1923,67,73,61
7/21/1923,66.5,70,63
7/22/1923,66.5,70,63
7/23/1923,70,75,65
7/24/1923,65,71,59
7/25/1923,67.5,71,64
7/26/1923,66,69,63
7/27/1923,66.5,69,64
7/28/1923,68.5,72,65
7/29/1923,68,72,64
7/30/1923,67,71,63
7/31/1923,68.5,72,65
8/1/1923,67.5,72,63
8/2/1923,65.5,70,61
8/3/1923,66.5,71,62
8/4/1923,66,71,61
8/5/1923,66,71,61
8/6/1923,65.5,70,61
8/7/1923,64,69,59
8/8/1923,65.5,68,63
8/9/1923,65,69,61
8/10/1923,65.5,70,61
8/11/1923,66,70,62
8/12/1923,66.5,70,63
8/13/1923,67,70,64
8/14/1923,66,69,63
8/15/1923,67,69,65
8/16/1923,67,70,64
8/17/1923,66.5,69,64
8/18/1923,67.5,70,65
8/19/1923,67.5,71,64
8/20/1923,66.5,70,63
8/21/1923,66.5,69,64
8/22/1923,67,70,64
8/23/1923,68,72,64
8/24/1923,71,77,65
8/25/1923,68,72,64
8/26/1923,68.5,73,64
8/27/1923,66,70,62
8/28/1923,66,69,63
8/29/1923,65,69,61
8/30/1923,66.5,70,63
8/31/1923,65,68,62
9/1/1923,66,72,60
9/2/1923,66.5,73,60
9/3/1923,69,78,60
9/4/1923,70,78,62
9/5/1923,69.5,76,63
9/6/1923,70,76,64
9/7/1923,70.5,74,67
9/8/1923,68.5,73,64
9/9/1923,68.5,73,64
9/10/1923,68.5,72,65
9/11/1923,68.5,71,66
9/12/1923,68,70,66
9/13/1923,68.5,71,66
9/14/1923,67.5,70,65
9/15/1923,67,70,64
9/16/1923,66.5,70,63
9/17/1923,66,71,61
9/18/1923,64,72,56
9/19/1923,63.5,73,54
9/20/1923,65.5,74,57
9/21/1923,64.5,71,58
9/22/1923,63,70,56
9/23/1923,61.5,72,51
9/24/1923,60.5,70,51
9/25/1923,63.5,69,58
9/26/1923,59,69,49
9/27/1923,58.5,68,49
9/28/1923,63.5,76,51
9/29/1923,63,75,51
9/30/1923,63,75,51
10/1/1923,64,68,60
10/2/1923,61,67,55
10/3/1923,65,69,61
10/4/1923,65.5,69,62
10/5/1923,65,70,60
10/6/1923,62,68,56
10/7/1923,62.5,68,57
10/8/1923,57.5,66,49
10/9/1923,57.5,66,49
10/10/1923,60.5,69,52
10/11/1923,62,72,52
10/12/1923,67.5,78,57
10/13/1923,68,80,56
10/14/1923,67,82,52
10/15/1923,58.5,67,50
10/16/1923,60,70,50
10/17/1923,62,73,51
10/18/1923,60.5,72,49
10/19/1923,60.5,68,53
10/20/1923,61,67,55
10/21/1923,61.5,68,55
10/22/1923,57.5,67,48
10/23/1923,55.5,66,45
10/24/1923,59.5,72,47
10/25/1923,61,72,50
10/26/1923,60,71,49
10/27/1923,60,71,49
10/28/1923,60,71,49
10/29/1923,58,66,50
10/30/1923,60.5,67,54
10/31/1923,57.5,64,51
11/1/1923,57.5,66,49
11/2/1923,57,67,47
11/3/1923,57.5,68,47
11/4/1923,66,83,49
11/5/1923,68.5,81,56
11/6/1923,70,85,55
11/7/1923,66,79,53
11/8/1923,62.5,72,53
11/9/1923,61.5,70,53
11/10/1923,60.5,69,52
11/11/1923,57.5,69,46
11/12/1923,59,69,49
11/13/1923,61,71,51
11/14/1923,61.5,77,46
11/15/1923,61,75,47
11/16/1923,64.5,79,50
11/17/1923,65.5,79,52
11/18/1923,69,79,59
11/19/1923,62.5,73,52
11/20/1923,59,68,50
11/21/1923,59.5,70,49
11/22/1923,58.5,71,46
11/23/1923,58.5,71,46
11/24/1923,57.5,69,46
11/25/1923,59,69,49
11/26/1923,54,65,43
11/27/1923,53,67,39
11/28/1923,58,72,44
11/29/1923,59,69,49
11/30/1923,59,63,55
12/1/1923,60,74,46
12/2/1923,59.5,72,47
12/3/1923,56.5,67,46
12/4/1923,55.5,69,42
12/5/1923,54.5,68,41
12/6/1923,57,68,46
12/7/1923,58,64,52
12/8/1923,45,58,32
12/9/1923,45,56,34
12/10/1923,49,60,38
12/11/1923,52,64,40
12/12/1923,49.5,60,39
12/13/1923,50.5,59,42
12/14/1923,51,60,42
12/15/1923,57,70,44
12/16/1923,56,68,44
12/17/1923,56.5,68,45
12/18/1923,59,68,50
12/19/1923,52,59,45
12/20/1923,50.5,61,40
12/21/1923,49,60,38
12/22/1923,54,71,37
12/23/1923,59.5,68,51
12/24/1923,59.5,74,45
12/25/1923,57.5,69,46
12/26/1923,59.5,64,55
12/27/1923,57,60,54
12/28/1923,60.5,69,52
12/29/1923,59.5,65,54
12/30/1923,59,64,54
12/31/1923,54.5,57,52
1/1/1924,44.5,54,35
1/2/1924,43.5,54,33
1/3/1924,47,58,36
1/4/1924,52,66,38
1/5/1924,53,67,39
1/6/1924,58,74,42
1/7/1924,54.5,69,40
1/8/1924,51.5,61,42
1/9/1924,49.5,62,37
1/10/1924,50,63,37
1/11/1924,55.5,73,38
1/12/1924,57.5,77,38
1/13/1924,55.5,67,44
1/14/1924,47.5,59,36
1/15/1924,51,62,40
1/16/1924,50,61,39
1/17/1924,49.5,60,39
1/18/1924,47.5,58,37
1/19/1924,49.5,62,37
1/20/1924,51.5,65,38
1/21/1924,53,65,41
1/22/1924,50.5,64,37
1/23/1924,50.5,62,39
1/24/1924,48,58,38
1/25/1924,49,61,37
1/26/1924,51,61,41
1/27/1924,55.5,61,50
1/28/1924,58.5,63,54
1/29/1924,53.5,63,44
1/30/1924,52,64,40
1/31/1924,51.5,63,40
2/1/1924,51.5,62,41
2/2/1924,53,62,44
2/3/1924,53,62,44
2/4/1924,56.5,67,46
2/5/1924,55,67,43
2/6/1924,57,66,48
2/7/1924,54,60,48
2/8/1924,54.5,61,48
2/9/1924,52.5,62,43
2/10/1924,52.5,62,43
2/11/1924,55,67,43
2/12/1924,59.5,73,46
2/13/1924,62,76,48
2/14/1924,57.5,68,47
2/15/1924,59,66,52
2/16/1924,53,64,42
2/17/1924,54,64,44
2/18/1924,59,71,47
2/19/1924,54.5,61,48
2/20/1924,52.5,62,43
2/21/1924,53.5,63,44
2/22/1924,53,63,43
2/23/1924,55.5,68,43
2/24/1924,60.5,79,42
2/25/1924,56.5,68,45
2/26/1924,52.5,64,41
2/27/1924,56.5,68,45
2/28/1924,57.5,70,45
2/29/1924,58,70,46
3/1/1924,57,63,51
3/2/1924,58,63,53
3/3/1924,54,61,47
3/4/1924,52,61,43
3/5/1924,54.5,65,44
3/6/1924,55,66,44
3/7/1924,55,62,48
3/8/1924,53.5,63,44
3/9/1924,54,63,45
3/10/1924,55,62,48
3/11/1924,54,64,44
3/12/1924,54,64,44
3/13/1924,57,71,43
3/14/1924,57,63,51
3/15/1924,52.5,62,43
3/16/1924,54.5,66,43
3/17/1924,53,59,47
3/18/1924,56,58,54
3/19/1924,55.5,62,49
3/20/1924,52.5,58,47
3/21/1924,51,57,45
3/22/1924,55,61,49
3/23/1924,54,59,49
3/24/1924,52.5,59,46
3/25/1924,55.5,62,49
3/26/1924,57.5,65,50
3/27/1924,54,58,50
3/28/1924,56.5,60,53
3/29/1924,53.5,61,46
3/30/1924,55,61,49
3/31/1924,57,69,45
4/1/1924,56.5,61,52
4/2/1924,53,61,45
4/3/1924,56,60,52
4/4/1924,53,58,48
4/5/1924,54,60,48
4/6/1924,56,64,48
4/7/1924,55.5,61,50
4/8/1924,59.5,62,57
4/9/1924,58.5,60,57
4/10/1924,57.5,60,55
4/11/1924,52.5,57,48
4/12/1924,56.5,59,54
4/13/1924,59.5,63,56
4/14/1924,56.5,60,53
4/15/1924,52,60,44
4/16/1924,53.5,64,43
4/17/1924,58,70,46
4/18/1924,65,77,53
4/19/1924,60.5,75,46
4/20/1924,60,70,50
4/21/1924,56.5,61,52
4/22/1924,57.5,60,55
4/23/1924,57.5,62,53
4/24/1924,58,62,54
4/25/1924,58,62,54
4/26/1924,57.5,63,52
4/27/1924,57.5,63,52
4/28/1924,58,64,52
4/29/1924,58,63,53
4/30/1924,60.5,64,57
5/1/1924,59.5,62,57
5/2/1924,60.5,63,58
5/3/1924,60.5,63,58
5/4/1924,59.5,61,58
5/5/1924,56,63,49
5/6/1924,59,66,52
5/7/1924,60.5,68,53
5/8/1924,62.5,67,58
5/9/1924,61,64,58
5/10/1924,60.5,63,58
5/11/1924,61.5,64,59
5/12/1924,58.5,65,52
5/13/1924,58.5,66,51
5/14/1924,59.5,66,53
5/15/1924,63.5,73,54
5/16/1924,65,70,60
5/17/1924,63,66,60
5/18/1924,63,66,60
5/19/1924,58.5,66,51
5/20/1924,60.5,66,55
5/21/1924,62,65,59
5/22/1924,61,63,59
5/23/1924,62,65,59
5/24/1924,62,65,59
5/25/1924,62,66,58
5/26/1924,61,65,57
5/27/1924,58,64,52
5/28/1924,66,73,59
5/29/1924,64.5,69,60
5/30/1924,65.5,68,63
5/31/1924,62,68,56
6/1/1924,62,68,56
6/2/1924,63.5,67,60
6/3/1924,64.5,68,61
6/4/1924,65,68,62
6/5/1924,64.5,68,61
6/6/1924,62.5,65,60
6/7/1924,61.5,65,58
6/8/1924,62.5,65,60
6/9/1924,59.5,65,54
6/10/1924,60.5,69,52
6/11/1924,65,72,58
6/12/1924,62.5,70,55
6/13/1924,63,71,55
6/14/1924,64,73,55
6/15/1924,64,73,55
6/16/1924,64,72,56
6/17/1924,63.5,71,56
6/18/1924,61,68,54
6/19/1924,63.5,72,55
6/20/1924,66.5,72,61
6/21/1924,64,67,61
6/22/1924,64,67,61
6/23/1924,62.5,64,61
6/24/1924,62,66,58
6/25/1924,61.5,65,58
6/26/1924,63,67,59
6/27/1924,66,70,62
6/28/1924,67,71,63
6/29/1924,66,69,63
6/30/1924,69.5,76,63
7/1/1924,69,72,66
7/2/1924,67,72,62
7/3/1924,66,70,62
7/4/1924,66.5,70,63
7/5/1924,66.5,71,62
7/6/1924,65,69,61
7/7/1924,62,69,55
7/8/1924,63.5,68,59
7/9/1924,67.5,71,64
7/10/1924,66,72,60
7/11/1924,66,70,62
7/12/1924,65,71,59
7/13/1924,63.5,70,57
7/14/1924,64,70,58
7/15/1924,64.5,69,60
7/16/1924,65,68,62
7/17/1924,64,67,61
7/18/1924,64.5,67,62
7/19/1924,65,68,62
7/20/1924,65.5,68,63
7/21/1924,66.5,69,64
7/22/1924,66.5,69,64
7/23/1924,66,69,63
7/24/1924,65,69,61
7/25/1924,67.5,72,63
7/26/1924,68,73,63
7/27/1924,67.5,73,62
7/28/1924,67.5,71,64
7/29/1924,66,70,62
7/30/1924,64.5,72,57
7/31/1924,66,71,61
8/1/1924,67,72,62
8/2/1924,65.5,71,60
8/3/1924,64.5,70,59
8/4/1924,65,69,61
8/5/1924,66,71,61
8/6/1924,66.5,70,63
8/7/1924,65,71,59
8/8/1924,64.5,69,60
8/9/1924,70,74,66
8/10/1924,69,72,66
8/11/1924,68.5,72,65
8/12/1924,69,72,66
8/13/1924,68.5,72,65
8/14/1924,66.5,69,64
8/15/1924,65,68,62
8/16/1924,64.5,70,59
8/17/1924,65,72,58
8/18/1924,65.5,69,62
8/19/1924,65.5,69,62
8/20/1924,64,66,62
8/21/1924,65.5,68,63
8/22/1924,65.5,67,64
8/23/1924,65,68,62
8/24/1924,64.5,67,62
8/25/1924,64.5,69,60
8/26/1924,64,68,60
8/27/1924,65.5,68,63
8/28/1924,63.5,67,60
8/29/1924,65,68,62
8/30/1924,64.5,69,60
8/31/1924,65,70,60
9/1/1924,64.5,70,59
9/2/1924,66,72,60
9/3/1924,68.5,71,66
9/4/1924,68,72,64
9/5/1924,67.5,71,64
9/6/1924,67,70,64
9/7/1924,64.5,69,60
9/8/1924,63.5,68,59
9/9/1924,64.5,70,59
9/10/1924,63.5,69,58
9/11/1924,61.5,68,55
9/12/1924,62.5,69,56
9/13/1924,64,70,58
9/14/1924,66,74,58
9/15/1924,67.5,74,61
9/16/1924,65,73,57
9/17/1924,63.5,69,58
9/18/1924,63,66,60
9/19/1924,63.5,66,61
9/20/1924,64,67,61
9/21/1924,59.5,69,50
9/22/1924,62.5,67,58
9/23/1924,61.5,66,57
9/24/1924,62.5,67,58
9/25/1924,60.5,65,56
9/26/1924,58,67,49
9/27/1924,58.5,69,48
9/28/1924,67,78,56
9/29/1924,70.5,85,56
9/30/1924,66.5,78,55
10/1/1924,63,70,56
10/2/1924,63,68,58
10/3/1924,62,66,58
10/4/1924,63,67,59
10/5/1924,63.5,68,59
10/6/1924,59,63,55
10/7/1924,57.5,66,49
10/8/1924,60,67,53
10/9/1924,60,64,56
10/10/1924,55.5,63,48
10/11/1924,54,64,44
10/12/1924,53,65,41
10/13/1924,58,66,50
10/14/1924,55.5,66,45
10/15/1924,59.5,65,54
10/16/1924,56,65,47
10/17/1924,54.5,64,45
10/18/1924,59.5,72,47
10/19/1924,61,74,48
10/20/1924,57,62,52
10/21/1924,54,62,46
10/22/1924,57.5,63,52
10/23/1924,55,64,46
10/24/1924,56,63,49
10/25/1924,55,62,48
10/26/1924,55,63,47
10/27/1924,55.5,63,48
10/28/1924,56,64,48
10/29/1924,56.5,64,49
10/30/1924,53,63,43
10/31/1924,58.5,71,46
11/1/1924,58.5,70,47
11/2/1924,62.5,75,50
11/3/1924,59,70,48
11/4/1924,56.5,61,52
11/5/1924,54.5,62,47
11/6/1924,51,61,41
11/7/1924,53,61,45
11/8/1924,52,62,42
11/9/1924,56.5,64,49
11/10/1924,55,61,49
11/11/1924,53,61,45
11/12/1924,50.5,60,41
11/13/1924,52.5,62,43
11/14/1924,55,67,43
11/15/1924,54.5,67,42
11/16/1924,54,67,41
11/17/1924,51.5,60,43
11/18/1924,51,60,42
11/19/1924,56.5,67,46
11/20/1924,59.5,70,49
11/21/1924,64,76,52
11/22/1924,67,80,54
11/23/1924,65.5,87,44
11/24/1924,58,72,44
11/25/1924,56.5,72,41
11/26/1924,56,68,44
11/27/1924,59,71,47
11/28/1924,63,76,50
11/29/1924,60.5,75,46
11/30/1924,58,74,42
12/1/1924,52,61,43
12/2/1924,50.5,61,40
12/3/1924,54,67,41
12/4/1924,57,69,45
12/5/1924,56,60,52
12/6/1924,55.5,61,50
12/7/1924,53.5,58,49
12/8/1924,51.5,59,44
12/9/1924,52,62,42
12/10/1924,58,69,47
12/11/1924,59,71,47
12/12/1924,60,74,46
12/13/1924,54.5,66,43
12/14/1924,55,67,43
12/15/1924,58.5,65,52
12/16/1924,51.5,60,43
12/17/1924,49.5,55,44
12/18/1924,46,55,37
12/19/1924,45,56,34
12/20/1924,49.5,59,40
12/21/1924,50,60,40
12/22/1924,52,60,44
12/23/1924,49.5,58,41
12/24/1924,44,56,32
12/25/1924,45,57,33
12/26/1924,44,55,33
12/27/1924,47,58,36
12/28/1924,47,57,37
12/29/1924,50,60,40
12/30/1924,53,60,46
12/31/1924,51,60,42
1/1/1925,51,62,40
1/2/1925,52,66,38
1/3/1925,51,64,38
1/4/1925,50.5,64,37
1/5/1925,52,64,40
1/6/1925,51.5,63,40
1/7/1925,47.5,59,36
1/8/1925,47,59,35
1/9/1925,47.5,58,37
1/10/1925,49,61,37
1/11/1925,49,62,36
1/12/1925,49.5,62,37
1/13/1925,47,58,36
1/14/1925,49,59,39
1/15/1925,47,58,36
1/16/1925,47,59,35
1/17/1925,48.5,61,36
1/18/1925,50,62,38
1/19/1925,52,64,40
1/20/1925,58,70,46
1/21/1925,55.5,67,44
1/22/1925,60,71,49
1/23/1925,54,62,46
1/24/1925,51.5,65,38
1/25/1925,52,66,38
1/26/1925,53,62,44
1/27/1925,50,58,42
1/28/1925,49.5,55,44
1/29/1925,50.5,55,46
1/30/1925,51,55,47
1/31/1925,48.5,56,41
2/1/1925,48.5,56,41
2/2/1925,49,59,39
2/3/1925,51,62,40
2/4/1925,48.5,57,40
2/5/1925,51,57,45
2/6/1925,52.5,59,46
2/7/1925,53,60,46
2/8/1925,54.5,62,47
2/9/1925,52,62,42
2/10/1925,60,76,44
2/11/1925,54,64,44
2/12/1925,55.5,60,51
2/13/1925,53,60,46
2/14/1925,52,60,44
2/15/1925,50,59,41
2/16/1925,50.5,59,42
2/17/1925,52.5,60,45
2/18/1925,53,59,47
2/19/1925,54.5,60,49
2/20/1925,57.5,61,54
2/21/1925,52,59,45
2/22/1925,51,60,42
2/23/1925,55.5,63,48
2/24/1925,51.5,60,43
2/25/1925,57,69,45
2/26/1925,54.5,64,45
2/27/1925,58,72,44
2/28/1925,60,73,47
3/1/1925,64.5,85,44
3/2/1925,53.5,67,40
3/3/1925,52.5,61,44
3/4/1925,53.5,59,48
3/5/1925,56.5,59,54
3/6/1925,54.5,59,50
